text,label
Somehow feels like something I’ve seen before . Hopefully movie is better.,not-malayalam
പറ്റിക്കാൻ വേണ്ടി ആണേലും ഇങ്ങനൊന്നും ഇടരുത് എന്ന് പറയാൻ പറയണം Mr abrid Shane  Hollywood level item,Not_offensive
ചെറിയ ചളികൾ ഉണ്ടല്ലോ ഒരു പേടി,Not_offensive
ഒറ്റവാക്കിൽ പറഞ്ഞാൽ ഗംഭീരം  പക്ഷെ ഒറ്റവാക്കിൽ പറഞ്ഞാൽ തീരില്ലല്ലോ...,Not_offensive
Movie polichu,Not_offensive
Padikkunna samayath inghanathe oru vattan maashine kittiyaal mathiyaayirunnu,Not_offensive
Njaan mammoka faan aayi... laletta aaa pazhashirajayum chathiyan chanduvum oke onnu poyi kaanu...,Not_offensive
nalla pratheeksha nalkunna trailer  ;-),Not_offensive
Omg.... kidu trailer.... malayalam movie vere levelilekku...,Not_offensive
Mamooka Dulquerinde Bappa anno adho chettano🥰,Not_offensive
Rajuettan fans undengill like adi makkalee,Not_offensive
രോമാഞ്ചം     ഇതാണ്  real megastar ilove mammukka,Not_offensive
Njan Lalettan fan aaanu. Athukondu thanne parayua. Comment adichu Nammal odiyan aaakinmattanda. Padam kudu aaavum. Coz this is mohanlal,Not_offensive
മലയാള സിനിമയുടെ ലെവൽ ഒക്കെ മാറി മാറി ഇത് എങ്ങോട്ട് ആണോ ആവോ...,Not_offensive
Enta ponoooo  enna lookaaaaa,Not_offensive
Thumb  nail kandappo കണ്ണെഴുതി പൊട്ടും തൊട്ട് ഓർമ വന്നു....,Not_offensive
Ambili kandavroke onnu like adiche Kanaathavar onnu kanade povalle nashtaman,Not_offensive
നയ്‌ല ഉഷ നല്ലൊരു നടി ആണ് മികച്ച പ്രകടനം കാഴ്ചവെക്കാൻ കഴിയട്ടെ 🤩.. ജോജു ചേട്ടൻ പിന്നെ പൊളിയല്ലേ അടുത്തൊരു ഹിറ്റ്‌ കൂടി,Not_offensive
Eee പടം adhar ayirikum enthoke suspense ഒളിഞ്ഞു irikunu,Not_offensive
Hype kurakan Samthikoolla alle?   Ijjathi ittems oke irakiyal engane hype illathirikum.,Not_offensive
ചില തിന്മയെ ജയിക്കാൻ ദേവൻ അയാൾ പോരാ അതിനു അസുരൻ തന്നെ അവതരിക്കണം,Not_offensive
Bgm എവിടെയൊക്കെയോ ഒരു ലൈല മോ ലൈല എന്ന ഹിന്ദി പാട്ടിന്റെ ചോവ......🤔🤔,Not_offensive
Laletan and Mamookaa fan katta waiting for madhuraraja,Not_offensive
Aghu madhurayil ninnum keralathilekk raja varunnath chumma povan alla,Not_offensive
ഒരേ ഒരു അവതാരം..  ഇക്ക...  ജീവനാണ്   മമ്മൂക്ക..  മൂത്തവനും മൂക്കാത്തവനും മാറി നിൽക്കണം.....,Not_offensive
Appol Ee onAm thinne Ittivhenday Vaka oru Sample Vedikettu Undakumm   LALETTAN UYYIR,Not_offensive
ഉണ്ണി.ആർ എഴുതിയ സങ്കടം എന്ന ചെറുകഥ അടിസ്ഥാനമാക്കിയ സിനിമയാണോ? ട്രേയ്ലർ കണ്ടപ്പോൾ അങ്ങനെ തോന്നുന്നു,Not_offensive
location kanditundo...Kandu nokku super location....,Not_offensive
Unlike itta ororutharkum Ulla adiyakatte ivde idunna like nu,Not_offensive
Linto മച്ചാൻ  അല്ലെ  ടീസർ  Cut... Credit സിൽ  ഡോൺ മാക്സ്  ന്റെ  പേര്  ആണല്ലോ....,Not_offensive
Ippam ivide ullvar laik adichu poku,Not_offensive
கோள காண்ட்ல இருக்கேன் கொள்ளாம விடமாட்டேன்  കൊല ഗാണ്ട്‌ല ഇരുക്കേണ് കൊള്ളമ വിടമറ്റെന് അടിപൊളി മമ്മുക്ക,Not_offensive
Adipoli bgm and fight scenes super,Not_offensive
മലയാളത്തില്‍ എന്നാണോ പറന്നു ഉള്ള ഇടി ഒക്കെ ഒഴിവാക്കുന്നത്..,Not_offensive
Trailer kandappo thanne romaanjam limit break chiedhu....Cinima kandaal romaanjam kondu marikkum....,Not_offensive
Ith fan made aavum..dialog delivery maha bore aanu..priyadarshan atleast aa kalaghattathile bhashayekkurich padikku adyam...chumma lalettante pazhi kelppikkan... ee kolathilanenkil padam edukkanda...atleast listen bus conductor movie slang..1921 movie slang etc...,Not_offensive
Katta katta katta katta waiting....cant wait man,Not_offensive
Entammo ikka powli powli ...heavy item,Not_offensive
Trending #1 എന്ന് ചാനൽ സ്വയം പ്രഖ്യാപിച്ചിരിക്കുന്നു സുഹൃത്തുക്കളെ ആഹ്ലധിപ്പിൻ,Not_offensive
Laleta you are a sensation and pritvi cheta you are a genius,not-malayalam
Orumathiri tamil mass padam pole thonnunu...daivam noke parangu politiciansne oke ingane thalapathuvekkunne aavishamillatha hype alle ???.,Not_offensive
16 hours 2.5M views   261K Likes   #lalettan,not-malayalam
0:46 Devilish Mode  Killer Smile,not-malayalam
Unni r nte prethi poovankozhi Enna book vayichirunnu   Ini padam enganakum ennu kandariyaam  Pandu ithupole oruthan odiyan eduth paranju nashippichathaa,Not_offensive
MUSIC DIRECTORKKU ORU BIG LIKE..... NO WORDS TO SAY.. SIMPLY EXCELLENT :),Not_offensive
വലിയ പ്രതീക്ഷയില്ല എന്നാലും ഏട്ടൻ ഇഷ്ടം 🤩first Day Lock D,Not_offensive
Dislike adikkan vendi Kure Peru keranindalla,Not_offensive
Lalettan fans like adi mamooty fans comment adi,Not_offensive
Aadyam like adikkum pinna video kanum lalettan effect,Not_offensive
I'm Tamil... Vijay Fan... I Like Mohanlal Sir Movies...,not-malayalam
Ittymaani trailer kalakki polichu thimirthu ee onam nammal ingedukkuvaa,Not_offensive
Enikum cinimayil abinayikkan kothiyavunnu ee padam ente manas illakki kalangnu enikkum abinayikkan oru chance tharumo enik cinimayode kooduthal thalppariyam thonunnu ente agrahamane oru cinimayilengilum abinayikkanamenne oru chance tharumo plzzzzz ente swapnamane plz ente nomber 9207020759,Not_offensive
Ithu oru mathiri award film pole undallo... Paisa kalayan enne kittilla...,Not_offensive
Die hard  Mohanlal Sir Sir,not-malayalam
Anurag Kashyap ji  ko thanks bholna,not-malayalam
Chaku dera gabd mai kusdunga sale,not-malayalam
ട്രെയിലർ പൊളിച്ചു..സൂപ്പർ .\r ഒരു പാട് പ്രതീക്ഷകളുംണർത്തുന്നു \r പക്ഷെ ഐ പി മാൻ  പഞ്ചൊക്കെ ഇച്ചിരി ഓവർ ആണ്.,Not_offensive
Polichu machane Lucifer ellarum kananam .,Not_offensive
ഏട്ടൻ മരണ മാസ്സ്.. അന്യായ ഫൈറ്റ്... Age is Just Number For him..,Not_offensive
ഇട്ടി കണ്ടു. നല്ല പടം. കുറച്ചു ലാഗ് ഉണ്ട്. ഒരു ഫൈറ്റ് ചേർക്കമായിരുന്നു. ഒരുപാട് ചിരിക്കാൻ ഉണ്ട്. കുറച്ചു A കോമഡി ഉണ്ട്. പക്ഷെ കുടുംബത്തോടെ കാണാം.,Not_offensive
Real Psycho Ravi Padmanabhan Vineeth ettan Pwlikkum,Not_offensive
Jiji sacaria... new one supper.... Like and more than jakkijan. ..,not-malayalam
Oru thavana kanumbozhum hype kooduvanallo Bhaghavane,Not_offensive
1:08 ലാലേട്ടന്റെ പിന്നിൽ ആരൊക്കെ സുകുമാരൻ ചേട്ടനെ ശ്രദ്ധിച്ചു???,Not_offensive
Abhinayathinde manarisam thiricharinja mahanadana vaibhsvam mohanlal enna MALAYALIYUDE oru sokharya sambhavamanu ennum eppozhum All friends congratulation ,Not_offensive
191 k likes 118 aayallo.. ithenthu marimayaam ...lalapikkal ude kali aano,Offensive_target_insult_Group
Rajinikanth dialogue  mammooka version,not-malayalam
സംഭവം കൊള്ളാം...but  ഇതുപോലുള്ള free After Effects templates വളരെ common ആണ്. അതുകൊണ്ട് സിനിമയിലും മറ്റു ബിഗ് ബഡ്ജറ്റ് പ്രോഗ്രാമുകൾക്കും ഉപയോഗിക്കാത്തതാണ് നല്ലത്.,Not_offensive
Also hats off Depak Dev bgm,not-malayalam
Makkaleee ikkayude negative rolinu vendi katta waiting cheyyunnavar like adichee,Not_offensive
Big B 2 pole und,Not_offensive
Marana mass  Ekka kku kodukku oru,Not_offensive
Oh my god shylokine pottich trending il kayariyallo,Not_offensive
ഫസ്റ്റ് ഈ ചളി kunna രാജപ്പനെ ചവിട്ടി പുറത്താക്കേ എന്നാലേ മലയാള kunna രക്ഷപെടു,Offensive_target_insult_individual
Sathyathil abhinandanagal ariyikkendathu Prithvirajinanu. Thakarthu kalanjallo muthu,Not_offensive
ഞാനും ഒരു ഫാൻ ആണ് മമ്മൂക്ക മമ്മൂക്കയുടേത്,Not_offensive
Ikka is back with a bang.... anybody?,not-malayalam
ഷൈലോക്കിനെക്കാൾ കുറച്ചു ക്ലാസ്സ്‌ ആയിട്ട് തോന്നിയവർ ലൈക്‌,Not_offensive
Njan Mohanlal fan aanenkilum....... Ikka Namichu,Not_offensive
ബോസിനെ ഇഷ്ടമായവർ like അടിക്ക് പിള്ളാരെ,Not_offensive
H നല്ല ഗ്രാഫിക്‌സ് പക്ഷെ മോഹൻലാൽ തീട്ടം ഡയലോഗ് പ്രസന്റഷൻ ആയി പോയി...,Offensive_target_insult_individual
Dislike അടിച്ചവന്മാരെ സമ്മതിക്കണം..  എജ്ജാതി രോദനം.........🤣🤣🤣,Not_offensive
Raj yeta thagarthuve movie super dooper hit adichi polikam even in tamil nadu ithu nambalda movie ah hit akam,Not_offensive
എനിക്ക് കുറച്ചു subscribers നെ ആവാസജി ണ്ട്,Not_offensive
Raja is back.. Kettittille... Madhura raja,Not_offensive
Mechilu mathram allada boys ullathu egotu VA elathindayun kudiyill adichu veedum,Not_offensive
ഞാൻ മാത്രമാണോ 0:39 തലൈവർ റഫറൻസ് കാണാൻ വീണ്ടും വീണ്ടും എത്തുന്നത്,Not_offensive
mohanlalinum maookakum sesham aage confused ayirunnu aaravum ennu ippol utharam kitti Dileepum Nivin Paulyum. Hats off achaayo polichu,Not_offensive
0:52 ഇത് മുഴുവൻ ഉണ്ടാക്കിയെടുത്ത ഈ മൊതലിന് എത്ര ലൈക്,Not_offensive
Puthanpanam movie pole thonniyath enikk maathramaano,Not_offensive
ജോജു ചേട്ടന്റെ തടി അല്പം ഓവർ അല്ലേ എന്നൊരു സംശയം,Not_offensive
Masann enn paranjal marana mass ith polikum,Not_offensive
പൃഥ്വിരാജ്,Not_offensive
My gosh hollywood bgm and entry mammoka muwaaaa,Not_offensive
Odiyan Release inte Ann harthal vechekunavan marude muhath nokki onnu kodukan thonniyavar Like Adi,Not_offensive
നിവിൻ അച്ചായന്റെ മാസ്സ്  പെർഫോമൻസ് ഈഷ്ടപെട്ടവർ ലൈക്‌ അടി...,Not_offensive
KATTA WAITING  ////./../// FOR  LALETTANSZZZZ MAGIC.....,Not_offensive
Enikiyum lalettande kude act cheiyanam..i love u so much laletta..from bangalore prammmmiiiii,Not_offensive
ടീസറിനെക്കാളും ട്രൈലറിനെക്കാളും വിഡിയോ സോങ് ഇഷ്ട്ടപെട്ടവർ ഇവിടെ ലൈക്‌ ഈ വർഷത്തെ ഓണകപ്പ് ഇട്ടിച്ചായനും പിള്ളേരും ഇങ്ങെടുത്തു എന്ന് പറഞ്ഞേക്ക്,Not_offensive
ചാക്കോച്ചന്റെ അഞ്ചാം പാതിരായ്ക്ക് ദിലീപ് ഫാൻസിന്റെ വിജയാശംസകൾ,Not_offensive
Trailer indaakaan evan thenne kodukalle plz   Kinemaster editing,Not_offensive
From a A10 fan.  Trailer masmarikam,Not_offensive
ഇന്നലെ വല്ല്യേട്ടൻ WITH A NEW FACE ഇന്ന് രാജാവ് AS BIG BROTHER മലയാളികളുടെ അഹങ്കാരംBigM's,Not_offensive
Ittimaniyil... LOVE und.... ACTION  illa....DRAMA und... Movie bore adipikilla..Poi.. Kandu.. Istapetu...,Not_offensive
Mammookka luv,Not_offensive
ഏട്ടനെ ഹണിറോസ്  റേപ്പ് ചെയ്യുന്ന സീൻ പൊളിക്കും,Not_offensive
പൂർണമായും ബഹറിനിൽ ചിത്രീകരിച്ച ഒരു web series ആണിത് കുറെ അധികം പരിമിതികളിൽനിന്നുകൊണ്ട് തയ്യാറാക്കിയതിന്റെ പോരായ്മകളും ഉണ്ടാകും എങ്കിലും നിങ്ങളുടെ സഹകരണം പ്രതീക്ഷിക്കിക്കുന്നു ,Not_offensive
Lalettande Innathe level kande asooyade kuru pottiyavammarde 5.1K dislike,Not_offensive
Daily views etrayayi enn nokan varrunavar adi like,Not_offensive
Like - Manju Warrier as Devika Shekhar in Pthram,not-malayalam
Kiddu trailer ....last momukka oduna scene pwolichu.nala ore visual treat avatay mamagam....,Not_offensive
68 വയസ് തന്നെ ആണോ  ഇക്കക്ക് 🤔,Not_offensive
Visit on link Vov yar so sad made me crying so sad omng  very sad must watch Osmmmosmmmmmmmmmmmmmmmmmmmmm,not-malayalam
ഇതൊക്കെ സ്കൂൾ പിള്ളേരോട് പോയി പറ സാറേ uff mass ഡയലോഗ് ഏട്ടൻ പൊളി,Not_offensive
ലേഡീസ് ആൻഡ് ജെന്റിൽമാൻ പോലെയാകുമോ ട്രൈലെർ അത്ര പോരാ,Not_offensive
De pinneyum youtubil trending no 1,Not_offensive
1st day movie kanunnavar evida kodukkada like,Not_offensive
ഈ വരുന്ന ആറാം തീയതി ഏട്ടൻറെ വക ഒരു സാമ്പിൾ വെടിക്കെട്ട് ഉണ്ട്.... # ഇട്ടിമാണി ലോഡിങ് ബോക്സ് ഓഫീസ് ഞങ്ങൾ എടുക്കുവാ,Not_offensive
Dislike adikkunna aalukal nthayalum nalla thanthakk pirannavaralla...angane ulla shikandikalkk ente naduviral pranamam,Offensive_Untargetede
Chevikakathu ninnu poka poyaru feel. Ithu thanne dharalam theatre pooraparambu aakan,Not_offensive
പൊളി ശരത്ത് ട്രൻ്റ് ആയ ശേഷം ഇവിടെ വന്നവർ ഉണ്ടോ,Not_offensive
Ithenna lalettante mukam ingane irikkunne..... Sreekumar menonte montha adichuolikkanm...nalloru mukam aarnnu.. Ippo entho pole...,Offensive_target_insult_individual
ചരിത്രം സ്‌ക്രീനിൽ കാണണമെങ്കിൽ അവൻ തന്നെ വേണം  മെഗാസ്റ്റാർ മമ്മൂക്കാ,Not_offensive
എത്ര തവണ കണ്ടാലും മതിവരില്ല അത്രയ്ക് ആഴത്തിൽ ഇറങ്ങിയ മൂവി ജോജു ചെമ്പൻ വിനോദ് ഏട്ടാ and നൈല ഉഷ,Not_offensive
ഇത് കിളിച്ചുണ്ടൻ sparrow ആണ്....ജാക്ക് സ്പരോ വിശ്വലും...കിളിച്ചുണ്ടൻ മാമ്പഴം സൗണ്ടും.....എന്റമ്മോ മാരകം,Not_offensive
Vineedettante.. Paattu koodi ondankil padam kidukum,Not_offensive
Soooooperrr  Kure kalamyi malayalathil ninnu thriller vannitt..  Ith poli aayirikkum,Not_offensive
Ikka fansinte 25 k dislike undallo... dislike adichittu karanjolu,Offensive_target_insult_Group
Highly promising trailer.  പഴയ മഞ്ജു ചേച്ചിയെ തിരിച്ചു കിട്ടിയത് പോലെ,Not_offensive
Ethra thavana കണ്ടു എന്ന് ഒരു പിടിത്തവും ഇല്ല ejjaadhi,Not_offensive
Oru best actor manakkunnu....happy birthday chunk ikkaaaa,Not_offensive
vaada a otta vili athu mathi .athu maathram mathi,Not_offensive
Thalaaaa maranam #mohanlal !! From Chennai !,not-malayalam
IKKA PWOLI BGM oru rakshayum illa,Not_offensive
ഈ ഓണം ഇട്ടിച്ചൻ അങ്ങ് എടുക്കാവാന്ന് പറഞ്ഞേക്ക്,Not_offensive
Dislike chydha appa illaathavanmmaar bloody fools,Offensive_Untargetede
Ithu fan (2016) hindi srk starrer movie pole aakum,Not_offensive
Mammookka..... Uff ijjathi .. Ente ponnikkkaa polichuuu.... Katta waiting,Not_offensive
മലയാളത്തിലെ രാക്ഷസൻ ആവാനുള്ള എല്ലാ ലക്ഷണവുമുണ്ട്...,Not_offensive
Ithu ikkayude script aanu..   Uttopiya,Not_offensive
Mammookkayil ithuvare kandittillatha vesha pakarcha.... Kola mass teaser,Not_offensive
ഈദ് ഏതാ ഒരു പോൺഹ തടിയൻ KOMALI,Offensive_target_insult_individual
Prithviraj venamenn parayunnavar adi oru like,Not_offensive
Anuraga karikkin vellam,Not_offensive
ട്രയ്ലർ നന്നായി. ഇതിലെ   ബിജിഎം 2 തമിഴ് മൂവി കോപ്പി ആണ്.  ഒന്ന് തനിഒരുവൻ പിന്നെ രാക്ഷസൻ .  തമിഴ് ഫിലിം കണ്ടവർക്ക് പെട്ടന്ന് സ്ട്രൈക്ക് ചെയ്യും.    ട്രെയ്ലറിൽ തന്നെ അറിയാം അഭിനയം പൊളിച്ചു..  ഫിലിംനായി കാത്തിരിക്കുന്നു.,Not_offensive
Mamanga maha makamstarting this Nov 21st,not-malayalam
Best actor film ഒരു കഥ പോലെ,Not_offensive
ഇപ്പോഴത്തെ പടങ്ങൾ  വ്യത്തിക്കെട്ട പേരിൽ വ്യത്തിക്കെട്ട കണ്ടന്റിൽ വ്യത്തിക്കെട്ട പാട്ടും ഉൾപ്പെടുത്തി ഇറക്കുന്നു...... ആൾക്കാർ കേറി എന്നത് വച്ച് പടം ജയിക്കുന്നു,Not_offensive
Best villain role aanenu thonnunu....trailer kidu kattaku katta,Not_offensive
പറ മോളെ... ഒന്നുമില്ല എട്ട... Fahadikka.. വേറെ ലെവൽ.. ഇതു പോലത്തെ നല്ല സിനിമകൾ വിജയിക്കട്ടെ,Not_offensive
Kola kolli item high voltage mass entertaining,Not_offensive
Vineeth ettante film aayathukondu super aayirikum urappaaa,Not_offensive
[19/12,Not_offensive
KANJI CHODHICHU INI ARUM VARARUTH ASSAL BIRIYANI THANNE ANGU THANNU VITTITTUNDENNU PARANJEKKU,Not_offensive
Trailer 20 ill kooduthal kandavar like here,Not_offensive
Pullu ,Not_offensive
Lalettan ishtam ഇത് 6 million cross cheyyum ennu urappullavarkk like adikkam,Not_offensive
movie kandid veedum trailer kanunnavar undo,Not_offensive
മനപ്പൂര്‍വ്വം ano ലാലേട്ടന് വെച്ചു മാത്രം സിദ്ദിഖ്‌ eeyedayai  igne(ladies and gentlemen,Not_offensive
Onnathinu pottikan padakam Alla nalla assalu bomb thanne,Not_offensive
ഇതിലെ വില്ലൻ ശ്രീനാഥ് ഭാസി ആണ്,Not_offensive
Let's vote   LUCIFER - like  MADHURA RAJA - Comment,not-malayalam
1.56 to 2.00 made my day,not-malayalam
Trailer igananekiiii padam eganarikumennn onnalochich nokiyyeeee Romanchammm varunnnuuu Maranamass ettan,Not_offensive
തെയ്യങ്ങൾ ,Not_offensive
ലാലേട്ടൻ Fansന്ന് പവർ കാണിക്കാൻ ഉള്ള Comment,Not_offensive
Full pulimurugan cast🤩🤩🤩ith polikm muruga nee theerneda,Not_offensive
Movie Tamil la irundha nalla irukum,not-malayalam
ടോവിനോ ഇച്ചായൻ ഫാൻസിന്റെ എല്ലാവിധ ആശംസകളും ഇട്ടിമാണിക്ക് നേരുന്നു,Not_offensive
നിനക്കിനി മലയാളം ഇൻഡസ്ട്രിയിൽ കിടന്ന് പൊളക്കാന് പറ്റുമെന്ന് തോന്നുന്നുണ്ടോ,Not_offensive
ആരോ ഒരാൾ അല്ല,Not_offensive
mollywood industrik oru otta pere ullu MOHANLAL,Not_offensive
Wow...Woww...Wowwww...  ട്രെയ്ലർ വേറെ ലെവൽ ... കലക്കി Mr എബ്രിഡ് ഷൈൻ...ഉടനെ ബോളിവുഡ് ഒക്കെ നിന്ന് നിങ്ങൾക്ക് വിളിയുണ്ടാവും തീർച്ച...,Not_offensive
Ithu......kaanumbol 2016-il irangiya...... Shahrukh Khan abhinayicha hindi movie faninte oru cheriya cut undo ennu oru samshayam......,Not_offensive
കട്ട wait for മരണ മാസ്സ് ട്രൈലെർ,Not_offensive
I:46am  ithu 12 pravasyam annu kannune..stephen nedumbuli,Not_offensive
Kandittum kandittum madhiyaavunnillallo deyvame.....Ente laletta ningal star alla oru GALAXY aanu,Not_offensive
മോഹൻലാൽ ബിഗ് ബ്രദർ ട്രൈലെർ ഒരു സാധാ cleeshe ട്രൈലെർ ആയി തോന്നി..but മമ്മൂട്ടി movie ഷൈലോക്ക്..charachter പിടിടികിട്ടാത്ത പോലെയും,Not_offensive
എന്തൊരു ബോറാണ്. ലാലേട്ടൻ ഇമ്മാതിരി പടങ്ങളിൽ അഭിനയിക്കുന്നത് നിർത്തിക്കൂടെ?,Not_offensive
Black t-shartil iruttinte maravil oro  scenilum  kanunath rajuyettanu,Not_offensive
Ente laletta onnum parayanilla ningal mass anu..  ningale pole ningale ullu,Not_offensive
Orumathiri english padangalude trailer pole ayi.padam motham kanichallo,Not_offensive
Ye hindi me dubbed Hoga na...,not-malayalam
Editing bore aakii thoongii varunnathuuu eniii pongala aayirukum ellarumkoodee...,Not_offensive
ankilinteyum parolinteyum parajayathinu shesham mammokkayude shakthamaya thirichu varavu,Not_offensive
പാട്ട്  പൊളിച്ചു  ഇട്ടിച്ച ൻ മാസ് ഓണം ഏട്ട െനെ > പ്പം,Not_offensive
ALL KERALA THALAPATHY BLOODS WISHES MOHAN LAL,not-malayalam
Urutaam enna dialogue parayenda tone sheriyalla. Athava Namak avane urutaam oru funny dialogue.,Not_offensive
Joby - Ajai - Mstar Mammootty,not-malayalam
Megastar  Mammookka  Waiting 4 Mamangam  Nov 21,not-malayalam
Raju Ettante Oro Shorttum Ijathi ppwli,Not_offensive
ട്രെയിലർ കൊള്ളത്തില്ല പടം സൂപ്പർ ആയാൽ മതിയായിരുന്നു,Not_offensive
uff malaru tension adichu chakum entha entho..padam irangi hit yennu kelkathe oru samadhanam illa :(,Not_offensive
എന്റെ പൊന്നോ....എത്ര തവണ കണ്ടു എന്ന് ഒരു പിടിയും ഇല്ല    ഇജ്ജാതി,Not_offensive
Support By Ikka Fans  . . .     Eetane ishtamulla oru ikka fan,Not_offensive
സൂപ്പർസ്റ്റാർ എന്നാൽ അയാൽ  മാത്രം പോരാ. അത് നിലനിർത്തുകയും വേണം. അങ്ങനെ നോക്കിയാൽ മഞ്ജു ലേഡി സൂപ്പർസ്റ്റാർ തന്നെ,Not_offensive
Dialogue നാടകത്തിലെ ആണെങ്കിലും film ലും ഇതേ dialogue ആണേൽ പൊട്ടും,Not_offensive
Who is best.  വിജയ് : Like    ഏട്ടൻ : കമന്റ്‌,Not_offensive
Mohanlal fans nte oru gadikedu Ithokke theater el poyi kaanaade,Not_offensive
ഇക്കാ മാസ്സ് ആണ് അപ്പൊ പൊളി എല്ലാ ഭാവങ്ങൾ നേരുന്നു ഫിലിം സൂപ്പർ ഹിറ്റ്‌ ആവട്ടെ ( ഫ്രം മോഹൻലാൽ ഫാൻസ്‌ ),Not_offensive
Superb trailer... Manju chechi polichu adukki,Not_offensive
Onnum parayanilla kili poyi class item,Not_offensive
ithrem naalu ninga evde poyi kidakkarnn joju chetta ,Not_offensive
Nalla punch ulla trailer mamooka Jai anusree shamna ellarkum bst of luck,Not_offensive
ലാലേട്ടനും പിന്നെ അർബാസ് ഖാനും ഇത് പൊളിക്കും,Not_offensive
trilernde aadya pakudhii ....oru mexican apaaradha ....touchhhh.......,Not_offensive
ഈ  ഓണം ഇട്ടിമാണിക്ക് ഒപ്പം,Not_offensive
Spadikam thott ullata ee amma makan combo,Not_offensive
Maranamass waiting April 12 Madhura raja day,Not_offensive
പുള്ളി  ഇപ്പോൾ  വളരെ  ബോർ  ആണ്  പണ്ടേതത്തിന്റെ  പകുതി  ഇല്ല,Not_offensive
Seet orappicchu. Inn kaanum. Baaki pinne vannitt parayaam..,Not_offensive
Trailer kandit poliyan ann chnce... Bt nalla visuals pradheekshikunnu,Not_offensive
Ittimani padam nalllavaratum. Hit aavatum ipadik... Vijay rasikan,Not_offensive
Ingane encounteril karanam chaadiyil epol bullet tarachenni nokiyal maty.. koodulavr correctayi chadunundu.. anyway crane use chyte chadan patunatu tanne aswasam..,Not_offensive
ബേബി മോൾ.. ഇവൾ പൊളിക്കും.. മലർ മിസ്സിനെ പോലെ...,Not_offensive
unni de story Ku vendi kaanaan pogunnavar like adi,Not_offensive
nyzzzz work,Not_offensive
POWER OF MEGA STAR,not-malayalam
Ee padathe kurich dhaaraalam kettirikkunnu.,Not_offensive
Srk de fan inte theme aanallo..,Not_offensive
ഇക്കയുടെ ചാവേറുകൾക്ക്‌  like അടിക്കാനുള്ള സ്ഥലം,Not_offensive
Dislike adikkunnavar trailer kaanathe dislike adikkan mathram vannavar..,Not_offensive
ക്രിസ്ടിയാനി ഏന് നാമം മാത്രമുള്ള -ക്രിസ്ത്യൻ സമൂഹത്തിന്റെ അധംപത്തനം.  എല്ലാ മതങ്ങളും അവരുടെ മൂല്യങ്ങൾ സംരക്ഷിക്കുമ്പോൾ,Not_offensive
Lalaten fan onnu ange like poratta,Not_offensive
Views ethraaayi enn nokkan veendum veendum kaanunnavar like adikkeda,Not_offensive
Innanu film kanan pattiyathu... Mutheee lalettaaa.... Superb....,Not_offensive
എന്റെ ഏട്ടൻ മാസ്സ് അല്ല.. മരണമാസ് അല്ല അതുക്കും മേലെ,Not_offensive
വന്നു വന്നു വന്നു അവൻ വന്നു.... *ഇത്രെയും നാളും കാത്തിരുന്നത് ഈ അസുരന് വേണ്ടി..*🤩🤩🤩  *ഇജ്ജാതി ലുക്ക്‌ എന്റെ മമ്മൂക്ക*  *Ufff... Can't wait to watch..*,Not_offensive
Sound  modulation  Indian cinimayil mammookka athu kayinje vere aarum varathullu..,Not_offensive
Mohanlal ee 100crore kayarumen urapp ullavar like adi,Not_offensive
ലൂസിഫർ ന്‌ ശേഷം ഡബ്ബിംഗ് ല്‌ വീണ്ടും വിനീത്,Not_offensive
Joju chettan ആള് മാസ്സ് ആണ്,Not_offensive
കിടിലൻ....നിവിൻ പോളി നിങ്ങൾ നല്ല ഒരു നടൻ ആയിരിക്കുന്നു,Not_offensive
ഒന്നിൽ കൂടുതൽ  കണ്ടോണ്ടിരിക്കുന്നവർ ലൈക് ബട്ടൺ അമർത്തി പൊട്ടിക്ക്,Not_offensive
Trailerin otta kurappama ullu njankluda ikkayuda face kandela,Not_offensive
Enik oru 369 like tharavo,Not_offensive
Padam vere level  jose disco dance,Not_offensive
Katta waiting..anna ye kaanan kothiyakunnu kumbalangy nights pwoli love you...,Not_offensive
Boss എന്ന് എഴുതി കാണിക്കൽ over ആയി തോന്നുന്നവർ like അടി.,Not_offensive
പറങ്കികളുടെയും സംഘികളുടെയും പേടിസ്വപ്നം  കുഞ്ഞാലി മരക്കാർ,Not_offensive
Njan oru katta eettan fan aayirunnu pazhassiraja kandadode oru ikkaa fan aayi Abraham polich  Ikkaaa polich Ikka bakthan,Not_offensive
oru nalla campus movie aavattea nnu aashamsikkunnu,Not_offensive
Pranavu mohanlal patiya rol ayirunnu puthiya pillar polikum,Not_offensive
Trailer മാരക അബദ്ധം ആണ്.. കിടു ആയി irakkam ആയിര്നു ട്രൈലെർ?,Not_offensive
Trailer kandit poliyan ann chnce... Bt nalla visuals pradheekshikunnu,Not_offensive
മലയാളത്തിന്റെ young superstar രാജുവേട്ടന്റെ ഡ്രൈവിംഗ് ലൈസൻസിന് കുഞ്ഞിക്ക ഫാൻസിന്റെ വിജയാശംസകൾ,Not_offensive
Malayala cenima kaanan pokunna adaar action movie,Not_offensive
Shahrukh khan nde fan cinema pole tonunu...adilum revenge aanu ...endaaylum idu polikum,Not_offensive
Ennale padam kandu ,Not_offensive
0:30 FFC ക്ക് ഇനി വൻ ചാകര,Not_offensive
